id_transaction,date_transaction,id_fournisseur,montant,devise,type_depense,mode_paiement,id_employe_initiateur,id_employe_validateur,statut_validation,numero_facture
TX-0078774,2026-07-04,FRS-00044,7593.875,TND,Transport,Virement,EMP-001,EMP-015,Validé,FAC-26700
TX-0079230,2026-07-04,FRS-00019,7906.239,TND,Emballage,Virement,EMP-019,EMP-016,Validé,FAC-22023
TX-0078381,2026-07-04,FRS-00118,6522.122,TND,Achat marchandise,Chèque,EMP-019,EMP-021,Validé,FAC-56514
TX-0076874,2026-07-04,FRS-00057,4912.248,TND,Location matériel,Chèque,EMP-021,EMP-004,Validé,FAC-39102
TX-0076726,2026-07-04,FRS-00142,1326.466,TND,Transport,Virement,EMP-003,EMP-006,Validé,FAC-83190
TX-0076819,2026-07-04,FRS-00082,866.937,TND,Location matériel,Chèque,EMP-012,EMP-023,Validé,FAC-59913
TX-0076740,2026-07-04,FRS-00133,1527.062,TND,Transport,Virement,EMP-006,EMP-012,Validé,FAC-60030
TX-0077630,2026-07-04,FRS-00041,8919.869,TND,Achat marchandise,Virement,EMP-005,EMP-021,Validé,FAC-68025
TX-0079095,2026-07-04,FRS-00023,4139.584,TND,Location matériel,Virement,EMP-023,EMP-023,Validé,FAC-80308
TX-0076803,2026-07-04,FRS-00146,1031.28,TND,Location matériel,Virement,EMP-021,EMP-016,Validé,FAC-93160
TX-0079439,2026-07-04,FRS-00101,866.665,TND,Maintenance,Virement,EMP-012,EMP-004,Validé,FAC-49428
TX-0077331,2026-07-04,FRS-00104,8526.826,TND,Maintenance,Virement,EMP-014,EMP-009,Validé,FAC-49847
TX-0078577,2026-07-04,FRS-00114,1367.358,TND,Transport,Chèque,EMP-011,EMP-024,Validé,FAC-51899
TX-0077237,2026-07-04,FRS-00008,698.138,TND,Transport,Virement,EMP-016,EMP-015,Validé,FAC-40434
TX-0078627,2026-07-04,FRS-00036,4689.552,TND,Transport,Virement,EMP-024,EMP-016,Validé,FAC-25650
TX-0079043,2026-07-04,FRS-00139,1570.482,TND,Transport,Virement,EMP-023,EMP-023,Validé,FAC-15885
TX-0078573,2026-07-04,FRS-00027,468.49,TND,Achat marchandise,Chèque,EMP-003,EMP-009,Validé,FAC-82268
TX-0076810,2026-07-04,FRS-00092,1323.393,TND,Achat marchandise,Virement,EMP-024,EMP-002,Validé,FAC-87264
TX-0078744,2026-07-04,FRS-00112,603.348,TND,Transport,Chèque,EMP-003,EMP-007,Validé,FAC-92505
TX-0076509,2026-07-04,FRS-00060,1021.301,TND,Achat marchandise,Virement,EMP-013,EMP-009,Validé,FAC-21766
TX-0077037,2026-07-04,FRS-00004,6900.996,TND,Emballage,Chèque,EMP-020,EMP-024,Validé,FAC-52155
TX-0078514,2026-07-04,FRS-00120,581.876,TND,Prestation de conseil,Virement,EMP-010,EMP-015,Validé,FAC-12965
TX-0076951,2026-07-04,FRS-00113,2724.675,TND,Location matériel,Virement,EMP-018,EMP-021,Validé,FAC-96037
TX-0077754,2026-07-04,FRS-00050,1419.053,TND,Achat marchandise,Virement,EMP-003,EMP-002,Validé,FAC-66749
TX-0077447,2026-07-04,FRS-00111,7375.051,TND,Location matériel,Virement,EMP-010,EMP-006,Validé,FAC-21723
TX-0079431,2026-07-04,FRS-00148,896.139,TND,Prestation technique,Chèque,EMP-004,EMP-009,Validé,FAC-19400
TX-0076952,2026-07-04,FRS-00081,8455.996,TND,Location matériel,Virement,EMP-022,EMP-009,Validé,FAC-42141
TX-0077781,2026-07-04,FRS-00004,5023.09,TND,Prestation de conseil,Virement,EMP-001,EMP-016,Validé,FAC-83531
TX-0079259,2026-07-04,FRS-00090,421.6,TND,Maintenance,Virement,EMP-016,EMP-024,Validé,FAC-13427
TX-0076260,2026-07-04,FRS-00081,8196.028,TND,Transport,Virement,EMP-011,EMP-012,En attente,FAC-77697
TX-0078778,2026-07-04,FRS-00113,3691.687,TND,Maintenance,Virement,EMP-018,EMP-021,Validé,FAC-52915
TX-0079413,2026-07-04,FRS-00047,1003.149,TND,Emballage,Virement,EMP-010,EMP-012,Validé,FAC-79363
TX-0077427,2026-07-04,FRS-00106,272.071,TND,Emballage,Virement,EMP-002,EMP-021,Validé,FAC-29130
TX-0077742,2026-07-04,FRS-00109,1296.878,TND,Emballage,Virement,EMP-004,EMP-016,Validé,FAC-81414
TX-0077466,2026-07-04,FRS-00022,3563.925,TND,Emballage,Chèque,EMP-005,EMP-005,Validé,FAC-43080
TX-0079265,2026-07-04,FRS-00062,573.335,TND,Prestation de conseil,Virement,EMP-014,EMP-023,En attente,FAC-27271
TX-0077812,2026-07-04,FRS-00095,355.107,TND,Prestation technique,Virement,EMP-016,EMP-007,Validé,FAC-61618
TX-0078448,2026-07-04,FRS-00082,807.933,TND,Achat marchandise,Virement,EMP-010,EMP-009,Validé,FAC-82953
TX-0079007,2026-07-04,FRS-00143,8225.428,TND,Prestation technique,Chèque,EMP-006,EMP-009,Validé,FAC-11435
TX-0078982,2026-07-04,FRS-00042,2897.843,TND,Prestation de conseil,Virement,EMP-009,EMP-021,Validé,FAC-99167
TX-0077530,2026-07-04,FRS-00026,1934.224,TND,Prestation de conseil,Virement,EMP-007,EMP-023,Validé,FAC-25111
TX-0079042,2026-07-04,FRS-00130,5315.291,TND,Prestation technique,Chèque,EMP-019,EMP-006,En attente,FAC-19417
TX-0077063,2026-07-04,FRS-00104,14696.446,TND,Prestation de conseil,Virement,EMP-001,EMP-007,Validé,FAC-56939
TX-0076530,2026-07-04,FRS-00043,159.551,TND,Maintenance,Virement,EMP-002,EMP-018,Validé,FAC-40986
TX-0077642,2026-07-04,FRS-00002,432.464,TND,Transport,Virement,EMP-014,EMP-002,Validé,FAC-49343
TX-0076799,2026-07-04,FRS-00037,249.965,TND,Prestation de conseil,Virement,EMP-023,EMP-007,Validé,FAC-70002
TX-0076720,2026-07-04,FRS-00013,3314.012,TND,Maintenance,Virement,EMP-009,EMP-018,Validé,FAC-47605
TX-0078325,2026-07-04,FRS-00138,2822.724,TND,Transport,Virement,EMP-018,EMP-012,Validé,FAC-70903
TX-0076834,2026-07-04,FRS-00144,611.196,TND,Prestation de conseil,Virement,EMP-010,EMP-016,Validé,FAC-92320
TX-0077607,2026-07-04,FRS-00004,7022.952,TND,Prestation de conseil,Virement,EMP-024,EMP-004,Validé,FAC-68450
TX-0076296,2026-07-04,FRS-00003,594.519,TND,Achat marchandise,Chèque,EMP-006,EMP-023,Validé,FAC-44909
TX-0078680,2026-07-04,FRS-00042,2923.157,TND,Achat marchandise,Virement,EMP-006,EMP-006,Validé,FAC-77402
TX-0076776,2026-07-04,FRS-00054,663.193,TND,Prestation de conseil,Virement,EMP-011,EMP-006,Validé,FAC-73261
TX-0078643,2026-07-04,FRS-00086,219.115,TND,Transport,Virement,EMP-005,EMP-004,Validé,FAC-16672
TX-0079193,2026-07-04,FRS-00141,311.16,TND,Prestation technique,Virement,EMP-024,EMP-016,Validé,FAC-41354
TX-0078608,2026-07-04,FRS-00037,248.62,TND,Prestation technique,Chèque,EMP-012,EMP-006,Validé,FAC-38246
TX-0077539,2026-07-04,FRS-00059,421.619,TND,Prestation technique,Virement,EMP-014,EMP-021,Validé,FAC-34113
TX-0078682,2026-07-04,FRS-00138,2698.232,TND,Achat marchandise,Virement,EMP-004,EMP-024,Validé,FAC-71482
TX-0076451,2026-07-04,FRS-00013,3132.676,TND,Achat marchandise,Virement,EMP-015,EMP-002,Validé,FAC-14614
TX-0078557,2026-07-04,FRS-00014,7885.977,TND,Achat marchandise,Virement,EMP-014,EMP-006,Validé,FAC-77217
TX-0077599,2026-07-04,FRS-00034,6974.29,TND,Achat marchandise,Chèque,EMP-002,EMP-002,Validé,FAC-46472
TX-0077502,2026-07-04,FRS-00063,3287.984,TND,Achat marchandise,Virement,EMP-004,EMP-007,Validé,FAC-90182
TX-0076724,2026-07-04,FRS-00046,752.319,TND,Transport,Chèque,EMP-001,EMP-024,En attente,FAC-77195
TX-0076866,2026-07-04,FRS-00081,4543.432,TND,Prestation technique,Virement,EMP-004,EMP-006,Validé,FAC-44202
TX-0077656,2026-07-04,FRS-00016,254.211,TND,Prestation de conseil,Virement,EMP-025,EMP-004,En attente,FAC-12837
TX-0079031,2026-07-04,FRS-00014,4440.394,TND,Transport,Virement,EMP-012,EMP-004,Validé,FAC-85950
TX-0077704,2026-07-04,FRS-00134,7141.319,TND,Maintenance,Virement,EMP-023,EMP-015,Validé,FAC-61981
TX-0077934,2026-07-04,FRS-00086,266.687,TND,Prestation technique,Virement,EMP-004,EMP-005,Validé,FAC-74760
TX-0077726,2026-07-04,FRS-00001,335.022,TND,Prestation de conseil,Virement,EMP-017,EMP-004,Validé,FAC-62244
TX-0078421,2026-07-04,FRS-00039,503.483,TND,Transport,Virement,EMP-017,EMP-005,Validé,FAC-20572
TX-0076664,2026-07-04,FRS-00039,560.9,TND,Emballage,Virement,EMP-025,EMP-009,Validé,FAC-77118
TX-0076334,2026-07-04,FRS-00116,2311.803,TND,Achat marchandise,Virement,EMP-016,EMP-024,Validé,FAC-34876
TX-0076657,2026-07-04,FRS-00145,5601.046,TND,Achat marchandise,Virement,EMP-002,EMP-004,Validé,FAC-98239
TX-0076919,2026-07-04,FRS-00112,657.5,TND,Achat marchandise,Virement,EMP-025,EMP-021,Validé,FAC-66825
TX-0076568,2026-07-04,FRS-00117,5665.075,TND,Maintenance,Chèque,EMP-018,EMP-004,Validé,FAC-10190
TX-0077185,2026-07-04,FRS-00017,361.887,TND,Transport,Virement,EMP-024,EMP-018,Validé,FAC-48295
TX-0078040,2026-07-04,FRS-00019,10200.0,TND,Prestation de conseil,Chèque,EMP-016,EMP-002,Validé,FAC-17722
TX-0078081,2026-07-04,FRS-00127,3374.247,TND,Prestation de conseil,Chèque,EMP-001,EMP-009,Validé,FAC-24576
TX-0079261,2026-07-04,FRS-00144,1063.331,TND,Transport,Virement,EMP-012,EMP-006,Validé,FAC-52724
TX-0078893,2026-07-04,FRS-00145,4451.385,TND,Prestation technique,Virement,EMP-019,EMP-004,Validé,FAC-66223
TX-0076332,2026-07-04,FRS-00105,5635.692,TND,Prestation de conseil,Virement,EMP-008,EMP-002,Validé,FAC-24862
TX-0077357,2026-07-04,FRS-00066,1915.461,TND,Emballage,Virement,EMP-025,EMP-016,Validé,FAC-78029
TX-0079290,2026-07-04,FRS-00083,938.226,TND,Prestation de conseil,Virement,EMP-017,EMP-018,Validé,FAC-29860
TX-0077269,2026-07-04,FRS-00039,617.028,TND,Transport,Virement,EMP-023,EMP-024,Validé,FAC-46463
TX-0076193,2026-07-04,FRS-00083,1167.653,TND,Prestation de conseil,Virement,EMP-002,EMP-009,Validé,FAC-18546
TX-0078205,2026-07-04,FRS-00131,845.907,TND,Prestation technique,Virement,EMP-001,EMP-024,Validé,FAC-18081
TX-0077267,2026-07-04,FRS-00114,1430.458,TND,Prestation technique,Virement,EMP-008,EMP-004,Validé,FAC-38127
TX-0078062,2026-07-04,FRS-00112,797.104,TND,Location matériel,Virement,EMP-017,EMP-002,Validé,FAC-52115
TX-0079360,2026-07-04,FRS-00006,1492.75,TND,Location matériel,Virement,EMP-016,EMP-024,Validé,FAC-22006
TX-0076591,2026-07-04,FRS-00125,712.754,TND,Emballage,Virement,EMP-007,EMP-021,Validé,FAC-76793
TX-0078895,2026-07-04,FRS-00016,195.605,TND,Location matériel,Virement,EMP-025,EMP-004,Validé,FAC-84081
TX-0077238,2026-07-04,FRS-00108,312.856,TND,Transport,Virement,EMP-005,EMP-007,Validé,FAC-29417
TX-0078200,2026-07-04,FRS-00119,1637.689,TND,Prestation technique,Virement,EMP-008,EMP-015,Validé,FAC-58794
TX-0078226,2026-07-04,FRS-00083,592.276,TND,Prestation de conseil,Virement,EMP-002,EMP-023,Validé,FAC-13852
TX-0077879,2026-07-04,FRS-00056,8269.588,TND,Maintenance,Chèque,EMP-023,EMP-009,Validé,FAC-48270
TX-0077761,2026-07-04,FRS-00127,3330.14,TND,Prestation technique,Virement,EMP-025,EMP-002,Validé,FAC-25033
TX-0078965,2026-07-04,FRS-00019,7257.803,TND,Maintenance,Virement,EMP-023,EMP-012,Validé,FAC-95805
TX-0078925,2026-07-04,FRS-00138,3183.259,TND,Location matériel,Virement,EMP-019,EMP-021,Validé,FAC-72166
TX-0079385,2026-07-04,FRS-00054,801.967,TND,Prestation technique,Chèque,EMP-014,EMP-016,Validé,FAC-98582
TX-0076996,2026-07-04,FRS-00041,9341.96,TND,Prestation de conseil,Virement,EMP-003,EMP-004,Validé,FAC-57736
TX-0076999,2026-07-04,FRS-00128,1143.997,TND,Location matériel,Chèque,EMP-018,EMP-012,Validé,FAC-16464
TX-0077725,2026-07-04,FRS-00046,973.606,TND,Transport,Chèque,EMP-020,EMP-023,Validé,FAC-80417
TX-0077724,2026-07-04,FRS-00086,360.266,TND,Prestation de conseil,Virement,EMP-025,EMP-007,Validé,FAC-32411
TX-0078532,2026-07-04,FRS-00066,1294.617,TND,Prestation technique,Virement,EMP-019,EMP-015,Validé,FAC-53391
TX-0077383,2026-07-04,FRS-00081,9110.123,TND,Transport,Virement,EMP-015,EMP-015,Validé,FAC-85517
TX-0079172,2026-07-04,FRS-00006,810.714,TND,Achat marchandise,Virement,EMP-010,EMP-007,Rejeté,FAC-32299
TX-0077377,2026-07-04,FRS-00084,962.553,TND,Transport,Virement,EMP-018,EMP-006,En attente,FAC-70691
TX-0077853,2026-07-04,FRS-00113,3483.991,TND,Maintenance,Virement,EMP-018,EMP-021,Validé,FAC-19703
TX-0077855,2026-07-04,FRS-00034,10370.615,TND,Emballage,Chèque,EMP-011,EMP-023,Validé,FAC-28951
TX-0078930,2026-07-04,FRS-00021,254.874,TND,Maintenance,Virement,EMP-012,EMP-009,Validé,FAC-53235
TX-0077015,2026-07-04,FRS-00047,1494.578,TND,Maintenance,Virement,EMP-003,EMP-021,Validé,FAC-50065
TX-0077487,2026-07-04,FRS-00079,7744.586,TND,Prestation technique,Virement,EMP-003,EMP-018,Validé,FAC-60459
TX-0078447,2026-07-04,FRS-00001,264.384,TND,Prestation technique,Virement,EMP-002,EMP-009,Validé,FAC-10252
TX-0079021,2026-07-04,FRS-00092,2083.094,TND,Transport,Chèque,EMP-022,EMP-002,Validé,FAC-41452
TX-0076464,2026-07-04,FRS-00015,1893.517,TND,Maintenance,Virement,EMP-019,EMP-024,En attente,FAC-94302
TX-0078151,2026-07-04,FRS-00018,3039.465,TND,Achat marchandise,Virement,EMP-024,EMP-015,Validé,FAC-88491
TX-0078091,2026-07-04,FRS-00075,194.429,TND,Prestation technique,Virement,EMP-008,EMP-009,Validé,FAC-21306
TX-0077194,2026-07-04,FRS-00083,883.502,TND,Achat marchandise,Chèque,EMP-017,EMP-009,Validé,FAC-61102
TX-0077195,2026-07-04,FRS-00028,633.431,TND,Achat marchandise,Virement,EMP-002,EMP-016,Validé,FAC-37464
TX-0078096,2026-07-04,FRS-00117,7223.99,TND,Transport,Virement,EMP-016,EMP-002,En attente,FAC-36820
TX-0078888,2026-07-04,FRS-00066,1574.966,TND,Prestation de conseil,Virement,EMP-003,EMP-005,Validé,FAC-59126
TX-0078080,2026-07-04,FRS-00100,11043.097,TND,Location matériel,Virement,EMP-023,EMP-002,Validé,FAC-67596
TX-0078545,2026-07-04,FRS-00025,1244.986,TND,Location matériel,Virement,EMP-011,EMP-015,En attente,FAC-57471
TX-0076511,2026-07-04,FRS-00143,9339.874,TND,Transport,Virement,EMP-016,EMP-009,Validé,FAC-87027
TX-0076648,2026-07-05,FRS-00113,3428.842,TND,Maintenance,Virement,EMP-018,EMP-021,Validé,FAC-39160
TX-0078363,2026-07-05,FRS-00020,232.421,TND,Prestation de conseil,Virement,EMP-012,EMP-016,Validé,FAC-61383
TX-0076294,2026-07-05,FRS-00141,310.204,TND,Location matériel,Virement,EMP-014,EMP-006,Validé,FAC-12424
TX-0079380,2026-07-05,FRS-00009,168.406,TND,Maintenance,Virement,EMP-024,EMP-002,En attente,FAC-97582
TX-0077568,2026-07-05,FRS-00149,5126.625,TND,Prestation technique,Virement,EMP-025,EMP-023,Validé,FAC-45938
TX-0076822,2026-07-05,FRS-00146,763.069,TND,Prestation technique,Virement,EMP-010,EMP-015,Validé,FAC-49209
TX-0076141,2026-07-05,FRS-00079,9939.965,TND,Prestation de conseil,Virement,EMP-021,EMP-015,Validé,FAC-34887
TX-0078821,2026-07-05,FRS-00130,4488.789,TND,Transport,Virement,EMP-022,EMP-004,Validé,FAC-45837
TX-0079291,2026-07-05,FRS-00107,1427.536,TND,Maintenance,Virement,EMP-012,EMP-016,Validé,FAC-59706
TX-0077666,2026-07-05,FRS-00080,540.247,TND,Maintenance,Virement,EMP-012,EMP-015,Validé,FAC-54653
TX-0079371,2026-07-05,FRS-00149,5100.852,TND,Location matériel,Chèque,EMP-001,EMP-004,Validé,FAC-99162
TX-0078393,2026-07-05,FRS-00119,1396.645,TND,Location matériel,Virement,EMP-024,EMP-015,Validé,FAC-63921
TX-0079046,2026-07-05,FRS-00087,1822.809,TND,Location matériel,Virement,EMP-004,EMP-024,Validé,FAC-28759
TX-0076556,2026-07-05,FRS-00140,3380.348,TND,Transport,Virement,EMP-012,EMP-016,Validé,FAC-99265
TX-0077647,2026-07-05,FRS-00043,285.415,TND,Transport,Virement,EMP-017,EMP-006,Validé,FAC-42599
TX-0076734,2026-07-05,FRS-00071,436.966,TND,Maintenance,Chèque,EMP-022,EMP-005,Validé,FAC-49354
TX-0076377,2026-07-05,FRS-00019,3933.433,TND,Location matériel,Virement,EMP-011,EMP-015,Validé,FAC-16083
TX-0079297,2026-07-05,FRS-00009,223.736,TND,Transport,Virement,EMP-004,EMP-024,Validé,FAC-46553
TX-0077348,2026-07-05,FRS-00056,9961.984,TND,Location matériel,Virement,EMP-023,EMP-009,Rejeté,FAC-48088
TX-0078350,2026-07-05,FRS-00147,719.517,TND,Location matériel,Virement,EMP-014,EMP-005,Validé,FAC-63207
TX-0078360,2026-07-05,FRS-00142,2046.074,TND,Achat marchandise,Virement,EMP-017,EMP-016,Validé,FAC-91480
TX-0078208,2026-07-05,FRS-00081,9549.006,TND,Emballage,Virement,EMP-010,EMP-021,Validé,FAC-48827
TX-0076744,2026-07-05,FRS-00028,657.076,TND,Prestation de conseil,Virement,EMP-002,EMP-016,Validé,FAC-75127
TX-0078338,2026-07-05,FRS-00006,1200.024,TND,Prestation technique,Virement,EMP-012,EMP-002,Validé,FAC-75478
TX-0078614,2026-07-05,FRS-00067,1845.94,TND,Transport,Virement,EMP-005,EMP-005,Validé,FAC-19735
TX-0077919,2026-07-05,FRS-00137,1339.04,TND,Prestation de conseil,Chèque,EMP-008,EMP-023,Validé,FAC-63509
TX-0079283,2026-07-05,FRS-00126,10271.813,TND,Prestation technique,Chèque,EMP-006,EMP-015,Validé,FAC-53188
TX-0076497,2026-07-05,FRS-00137,1087.668,TND,Emballage,Chèque,EMP-022,EMP-016,Validé,FAC-16123
TX-0077285,2026-07-05,FRS-00061,353.722,TND,Achat marchandise,Virement,EMP-022,EMP-023,Validé,FAC-46136
TX-0078838,2026-07-05,FRS-00042,4368.076,TND,Transport,Virement,EMP-020,EMP-021,Validé,FAC-30487
TX-0079210,2026-07-05,FRS-00068,8506.001,TND,Prestation technique,Chèque,EMP-022,EMP-024,Validé,FAC-49275
TX-0076569,2026-07-05,FRS-00100,9736.631,TND,Maintenance,Virement,EMP-019,EMP-009,Validé,FAC-85438
TX-0078156,2026-07-05,FRS-00090,477.059,TND,Maintenance,Virement,EMP-009,EMP-018,Validé,FAC-36061
TX-0076177,2026-07-05,FRS-00044,6244.441,TND,Maintenance,Virement,EMP-013,EMP-024,Validé,FAC-74683
TX-0076773,2026-07-05,FRS-00027,1411.93,TND,Achat marchandise,Virement,EMP-020,EMP-016,Validé,FAC-60983
TX-0077166,2026-07-05,FRS-00018,7413.906,TND,Emballage,Virement,EMP-018,EMP-018,Validé,FAC-41359
TX-0077232,2026-07-05,FRS-00109,1666.11,TND,Achat marchandise,Virement,EMP-005,EMP-006,Validé,FAC-14337
TX-0078079,2026-07-05,FRS-00014,5284.083,TND,Prestation de conseil,Virement,EMP-024,EMP-012,Validé,FAC-89637
TX-0076297,2026-07-05,FRS-00028,1215.572,TND,Maintenance,Virement,EMP-002,EMP-016,Validé,FAC-73824
TX-0078872,2026-07-05,FRS-00001,259.895,TND,Achat marchandise,Virement,EMP-015,EMP-024,Validé,FAC-63462
TX-0077626,2026-07-05,FRS-00077,918.758,TND,Emballage,Chèque,EMP-004,EMP-015,Validé,FAC-82965
TX-0078927,2026-07-05,FRS-00123,324.868,TND,Location matériel,Chèque,EMP-020,EMP-015,Validé,FAC-50577
TX-0076192,2026-07-05,FRS-00067,1917.222,TND,Achat marchandise,Virement,EMP-015,EMP-006,Validé,FAC-65806
TX-0079153,2026-07-05,FRS-00124,844.728,TND,Prestation de conseil,Virement,EMP-025,EMP-018,Validé,FAC-62828
TX-0077309,2026-07-05,FRS-00057,2010.977,TND,Maintenance,Virement,EMP-008,EMP-012,Validé,FAC-83850
TX-0077149,2026-07-05,FRS-00098,9357.244,TND,Emballage,Virement,EMP-015,EMP-018,En attente,FAC-92946
TX-0076553,2026-07-05,FRS-00005,10470.414,TND,Achat marchandise,Virement,EMP-016,EMP-021,Validé,FAC-31673
TX-0078832,2026-07-05,FRS-00097,3245.411,TND,Prestation technique,Virement,EMP-004,EMP-002,Validé,FAC-48112
TX-0076309,2026-07-05,FRS-00092,1472.209,TND,Transport,Virement,EMP-010,EMP-024,Validé,FAC-87861
TX-0078833,2026-07-05,FRS-00149,11065.203,TND,Location matériel,Virement,EMP-016,EMP-005,Validé,FAC-66786
TX-0078936,2026-07-05,FRS-00092,1768.69,TND,Transport,Virement,EMP-024,EMP-018,Validé,FAC-65301
TX-0078637,2026-07-05,FRS-00011,7441.86,TND,Transport,Virement,EMP-017,EMP-015,Validé,FAC-83073
TX-0079300,2026-07-05,FRS-00064,5435.493,TND,Prestation de conseil,Virement,EMP-014,EMP-016,Validé,FAC-78428
TX-0076153,2026-07-05,FRS-00059,1072.218,TND,Transport,Virement,EMP-013,EMP-002,Validé,FAC-24966
TX-0079347,2026-07-05,FRS-00103,1005.272,TND,Prestation de conseil,Virement,EMP-021,EMP-024,Validé,FAC-43459
TX-0079447,2026-07-05,FRS-00079,7089.551,TND,Maintenance,Virement,EMP-003,EMP-018,Validé,FAC-47343
TX-0078715,2026-07-05,FRS-00010,566.005,TND,Prestation technique,Virement,EMP-025,EMP-002,Validé,FAC-54393
TX-0077043,2026-07-05,FRS-00115,2848.099,TND,Prestation technique,Virement,EMP-009,EMP-018,Validé,FAC-87678
TX-0079052,2026-07-05,FRS-00131,578.784,TND,Maintenance,Virement,EMP-015,EMP-018,Validé,FAC-89626
TX-0076875,2026-07-05,FRS-00149,10961.369,TND,Prestation technique,Virement,EMP-013,EMP-021,Validé,FAC-35289
TX-0077732,2026-07-05,FRS-00039,590.924,TND,Emballage,Virement,EMP-018,EMP-023,Validé,FAC-63420
TX-0079420,2026-07-05,FRS-00139,1945.825,TND,Achat marchandise,Virement,EMP-010,EMP-007,Validé,FAC-52497
TX-0076904,2026-07-05,FRS-00077,533.339,TND,Location matériel,Virement,EMP-025,EMP-015,Validé,FAC-84890
TX-0078225,2026-07-05,FRS-00065,2298.264,TND,Achat marchandise,Virement,EMP-012,EMP-021,Validé,FAC-75721
TX-0078752,2026-07-05,FRS-00073,1609.341,TND,Emballage,Virement,EMP-010,EMP-009,Validé,FAC-24882
TX-0077633,2026-07-05,FRS-00020,290.881,TND,Emballage,Virement,EMP-019,EMP-018,Validé,FAC-10354
TX-0078214,2026-07-05,FRS-00100,3431.524,TND,Transport,Virement,EMP-020,EMP-006,Validé,FAC-58427
TX-0078415,2026-07-05,FRS-00118,4949.769,TND,Transport,Virement,EMP-009,EMP-018,Validé,FAC-70372
TX-0079337,2026-07-05,FRS-00150,501.996,TND,Transport,Virement,EMP-020,EMP-005,Validé,FAC-97281
TX-0076917,2026-07-05,FRS-00036,2895.041,TND,Location matériel,Virement,EMP-016,EMP-021,Validé,FAC-35722
TX-0078526,2026-07-05,FRS-00137,1485.413,TND,Transport,Virement,EMP-006,EMP-016,Validé,FAC-90887
TX-0077463,2026-07-05,FRS-00061,219.721,TND,Emballage,Virement,EMP-022,EMP-023,Validé,FAC-83334
TX-0078043,2026-07-05,FRS-00012,335.479,TND,Prestation technique,Virement,EMP-018,EMP-012,Validé,FAC-52394
TX-0077428,2026-07-05,FRS-00101,1052.252,TND,Maintenance,Virement,EMP-005,EMP-023,Validé,FAC-95818
TX-0077425,2026-07-05,FRS-00137,968.337,TND,Maintenance,Virement,EMP-004,EMP-009,Validé,FAC-82964
TX-0077472,2026-07-05,FRS-00136,562.878,TND,Emballage,Virement,EMP-014,EMP-012,Validé,FAC-70034
TX-0077771,2026-07-05,FRS-00064,7149.28,TND,Prestation technique,Virement,EMP-009,EMP-009,Validé,FAC-13011
TX-0076687,2026-07-05,FRS-00090,197.979,TND,Prestation technique,Virement,EMP-022,EMP-024,Validé,FAC-43299
TX-0076324,2026-07-05,FRS-00146,854.395,TND,Achat marchandise,Chèque,EMP-002,EMP-005,Validé,FAC-13944
TX-0077814,2026-07-05,FRS-00086,313.032,TND,Prestation technique,Chèque,EMP-019,EMP-015,Validé,FAC-74429
TX-0078519,2026-07-05,FRS-00007,556.202,TND,Maintenance,Virement,EMP-024,EMP-004,Validé,FAC-27996
TX-0078767,2026-07-05,FRS-00130,6955.351,TND,Location matériel,Virement,EMP-025,EMP-006,Validé,FAC-66834
TX-0076914,2026-07-05,FRS-00040,244.318,TND,Transport,Virement,EMP-019,EMP-012,Validé,FAC-76460
TX-0078565,2026-07-05,FRS-00022,5389.813,TND,Emballage,Virement,EMP-016,EMP-004,Validé,FAC-90136
TX-0077352,2026-07-05,FRS-00147,791.008,TND,Achat marchandise,Virement,EMP-013,EMP-018,Validé,FAC-12044
TX-0077721,2026-07-05,FRS-00136,664.547,TND,Prestation technique,Virement,EMP-020,EMP-004,Validé,FAC-30479
TX-0076899,2026-07-05,FRS-00138,3173.347,TND,Location matériel,Chèque,EMP-014,EMP-012,Validé,FAC-75466
TX-0078361,2026-07-05,FRS-00107,1505.84,TND,Achat marchandise,Virement,EMP-012,EMP-009,Validé,FAC-61036
TX-0078807,2026-07-05,FRS-00127,4325.088,TND,Prestation technique,Virement,EMP-011,EMP-006,Rejeté,FAC-80830
TX-0076888,2026-07-05,FRS-00143,12623.662,TND,Emballage,Chèque,EMP-022,EMP-021,Validé,FAC-99385
TX-0078831,2026-07-05,FRS-00078,568.414,TND,Location matériel,Virement,EMP-002,EMP-015,En attente,FAC-29193
TX-0077282,2026-07-05,FRS-00027,1371.444,TND,Transport,Virement,EMP-019,EMP-004,Validé,FAC-67532
TX-0078012,2026-07-05,FRS-00052,1449.459,TND,Achat marchandise,Virement,EMP-020,EMP-016,Validé,FAC-88036
TX-0078918,2026-07-05,FRS-00033,675.195,TND,Prestation de conseil,Virement,EMP-017,EMP-021,Validé,FAC-88130
TX-0077468,2026-07-05,FRS-00083,749.112,TND,Maintenance,Virement,EMP-020,EMP-018,Validé,FAC-62923
TX-0078443,2026-07-05,FRS-00117,5131.728,TND,Maintenance,Virement,EMP-023,EMP-002,Validé,FAC-15684
TX-0076705,2026-07-05,FRS-00054,1108.628,TND,Maintenance,Virement,EMP-012,EMP-016,Validé,FAC-84781
TX-0076118,2026-07-05,FRS-00048,8793.928,TND,Maintenance,Virement,EMP-010,EMP-015,Validé,FAC-47672
TX-0077841,2026-07-05,FRS-00089,1039.194,TND,Prestation technique,Virement,EMP-007,EMP-006,Validé,FAC-19607
